# frequency[Hz], mag, phase[deg]
7.75222e+01 3.32328e-04 -6.09667e-01 
7.75322e+01 3.32329e-04 -6.09587e-01 
7.75422e+01 3.32330e-04 -6.09507e-01 
7.75522e+01 3.32331e-04 -6.09427e-01 
7.75622e+01 3.32331e-04 -6.09348e-01 
7.75722e+01 3.32332e-04 -6.09268e-01 
7.75822e+01 3.32333e-04 -6.09188e-01 
7.75922e+01 3.32333e-04 -6.09108e-01 
7.76022e+01 3.32334e-04 -6.09028e-01 
7.76122e+01 3.32335e-04 -6.08948e-01 
7.76222e+01 3.32335e-04 -6.08868e-01 
7.76322e+01 3.32336e-04 -6.08789e-01 
7.76422e+01 3.32337e-04 -6.08709e-01 
7.76522e+01 3.32338e-04 -6.08629e-01 
7.76622e+01 3.32338e-04 -6.08549e-01 
7.76722e+01 3.32339e-04 -6.08470e-01 
7.76822e+01 3.32340e-04 -6.08390e-01 
7.76922e+01 3.32340e-04 -6.08310e-01 
7.77022e+01 3.32341e-04 -6.08231e-01 
7.77122e+01 3.32342e-04 -6.08151e-01 
7.77222e+01 3.32342e-04 -6.08071e-01 
7.77322e+01 3.32343e-04 -6.07992e-01 
7.77422e+01 3.32344e-04 -6.07912e-01 
7.77522e+01 3.32344e-04 -6.07833e-01 
7.77622e+01 3.32345e-04 -6.07753e-01 
7.77722e+01 3.32346e-04 -6.07674e-01 
7.77822e+01 3.32347e-04 -6.07594e-01 
7.77922e+01 3.32347e-04 -6.07515e-01 
7.78022e+01 3.32348e-04 -6.07435e-01 
7.78122e+01 3.32349e-04 -6.07356e-01 
7.78222e+01 3.32349e-04 -6.07277e-01 
7.78322e+01 3.32350e-04 -6.07197e-01 
7.78422e+01 3.32351e-04 -6.07118e-01 
7.78522e+01 3.32351e-04 -6.07039e-01 
7.78622e+01 3.32352e-04 -6.06959e-01 
7.78722e+01 3.32353e-04 -6.06880e-01 
7.78822e+01 3.32353e-04 -6.06801e-01 
7.78922e+01 3.32354e-04 -6.06721e-01 
7.79022e+01 3.32355e-04 -6.06642e-01 
7.79122e+01 3.32355e-04 -6.06563e-01 
7.79222e+01 3.32356e-04 -6.06484e-01 
7.79322e+01 3.32357e-04 -6.06405e-01 
7.79422e+01 3.32358e-04 -6.06326e-01 
7.79522e+01 3.32358e-04 -6.06246e-01 
7.79622e+01 3.32359e-04 -6.06167e-01 
7.79722e+01 3.32360e-04 -6.06088e-01 
7.79822e+01 3.32360e-04 -6.06009e-01 
7.79922e+01 3.32361e-04 -6.05930e-01 
7.80022e+01 3.32362e-04 -6.05851e-01 
7.80122e+01 3.32362e-04 -6.05772e-01 
7.80222e+01 3.32363e-04 -6.05693e-01 
7.80322e+01 3.32364e-04 -6.05614e-01 
7.80422e+01 3.32364e-04 -6.05535e-01 
7.80522e+01 3.32365e-04 -6.05456e-01 
7.80622e+01 3.32366e-04 -6.05378e-01 
7.80722e+01 3.32366e-04 -6.05299e-01 
7.80822e+01 3.32367e-04 -6.05220e-01 
7.80922e+01 3.32368e-04 -6.05141e-01 
7.81022e+01 3.32368e-04 -6.05062e-01 
7.81122e+01 3.32369e-04 -6.04983e-01 
7.81222e+01 3.32370e-04 -6.04905e-01 
7.81322e+01 3.32370e-04 -6.04826e-01 
7.81422e+01 3.32371e-04 -6.04747e-01 
7.81522e+01 3.32372e-04 -6.04668e-01 
7.81622e+01 3.32373e-04 -6.04590e-01 
7.81722e+01 3.32373e-04 -6.04511e-01 
7.81822e+01 3.32374e-04 -6.04432e-01 
7.81922e+01 3.32375e-04 -6.04354e-01 
7.82022e+01 3.32375e-04 -6.04275e-01 
7.82122e+01 3.32376e-04 -6.04197e-01 
7.82222e+01 3.32377e-04 -6.04118e-01 
7.82322e+01 3.32377e-04 -6.04040e-01 
7.82422e+01 3.32378e-04 -6.03961e-01 
7.82522e+01 3.32379e-04 -6.03883e-01 
7.82622e+01 3.32379e-04 -6.03804e-01 
7.82722e+01 3.32380e-04 -6.03726e-01 
7.82822e+01 3.32381e-04 -6.03647e-01 
7.82922e+01 3.32381e-04 -6.03569e-01 
7.83022e+01 3.32382e-04 -6.03490e-01 
7.83122e+01 3.32383e-04 -6.03412e-01 
7.83222e+01 3.32383e-04 -6.03334e-01 
7.83322e+01 3.32384e-04 -6.03255e-01 
7.83422e+01 3.32385e-04 -6.03177e-01 
7.83522e+01 3.32385e-04 -6.03099e-01 
7.83622e+01 3.32386e-04 -6.03020e-01 
7.83722e+01 3.32387e-04 -6.02942e-01 
7.83822e+01 3.32387e-04 -6.02864e-01 
7.83922e+01 3.32388e-04 -6.02786e-01 
7.84022e+01 3.32389e-04 -6.02708e-01 
7.84122e+01 3.32389e-04 -6.02629e-01 
7.84222e+01 3.32390e-04 -6.02551e-01 
7.84322e+01 3.32391e-04 -6.02473e-01 
7.84422e+01 3.32391e-04 -6.02395e-01 
7.84522e+01 3.32392e-04 -6.02317e-01 
7.84622e+01 3.32393e-04 -6.02239e-01 
7.84722e+01 3.32393e-04 -6.02161e-01 
7.84822e+01 3.32394e-04 -6.02083e-01 
7.84922e+01 3.32395e-04 -6.02005e-01 
7.85022e+01 3.32395e-04 -6.01927e-01 
7.85121e+01 3.32396e-04 -6.01849e-01 
7.85221e+01 3.32397e-04 -6.01771e-01 
7.85321e+01 3.32398e-04 -6.01693e-01 
7.85421e+01 3.32398e-04 -6.01615e-01 
7.85521e+01 3.32399e-04 -6.01537e-01 
7.85621e+01 3.32400e-04 -6.01459e-01 
7.85721e+01 3.32400e-04 -6.01381e-01 
7.85821e+01 3.32401e-04 -6.01304e-01 
7.85921e+01 3.32402e-04 -6.01226e-01 
7.86021e+01 3.32402e-04 -6.01148e-01 
7.86121e+01 3.32403e-04 -6.01070e-01 
7.86221e+01 3.32404e-04 -6.00993e-01 
7.86321e+01 3.32404e-04 -6.00915e-01 
7.86421e+01 3.32405e-04 -6.00837e-01 
7.86521e+01 3.32406e-04 -6.00759e-01 
7.86621e+01 3.32406e-04 -6.00682e-01 
7.86721e+01 3.32407e-04 -6.00604e-01 
7.86821e+01 3.32408e-04 -6.00527e-01 
7.86921e+01 3.32408e-04 -6.00449e-01 
7.87021e+01 3.32409e-04 -6.00371e-01 
7.87121e+01 3.32410e-04 -6.00294e-01 
7.87221e+01 3.32410e-04 -6.00216e-01 
7.87321e+01 3.32411e-04 -6.00139e-01 
7.87421e+01 3.32412e-04 -6.00061e-01 
7.87521e+01 3.32412e-04 -5.99984e-01 
7.87621e+01 3.32413e-04 -5.99906e-01 
7.87721e+01 3.32414e-04 -5.99829e-01 
7.87821e+01 3.32414e-04 -5.99751e-01 
7.87921e+01 3.32415e-04 -5.99674e-01 
7.88021e+01 3.32416e-04 -5.99597e-01 
7.88121e+01 3.32416e-04 -5.99519e-01 
7.88221e+01 3.32417e-04 -5.99442e-01 
7.88321e+01 3.32418e-04 -5.99365e-01 
7.88421e+01 3.32418e-04 -5.99287e-01 
7.88521e+01 3.32419e-04 -5.99210e-01 
7.88621e+01 3.32419e-04 -5.99133e-01 
7.88721e+01 3.32420e-04 -5.99056e-01 
7.88821e+01 3.32421e-04 -5.98978e-01 
7.88921e+01 3.32421e-04 -5.98901e-01 
7.89021e+01 3.32422e-04 -5.98824e-01 
7.89121e+01 3.32423e-04 -5.98747e-01 
7.89221e+01 3.32423e-04 -5.98670e-01 
7.89321e+01 3.32424e-04 -5.98593e-01 
7.89421e+01 3.32425e-04 -5.98516e-01 
7.89521e+01 3.32425e-04 -5.98438e-01 
7.89621e+01 3.32426e-04 -5.98361e-01 
7.89721e+01 3.32427e-04 -5.98284e-01 
7.89821e+01 3.32427e-04 -5.98207e-01 
7.89921e+01 3.32428e-04 -5.98130e-01 
7.90021e+01 3.32429e-04 -5.98053e-01 
7.90121e+01 3.32429e-04 -5.97976e-01 
7.90221e+01 3.32430e-04 -5.97899e-01 
7.90321e+01 3.32431e-04 -5.97823e-01 
7.90421e+01 3.32431e-04 -5.97746e-01 
7.90521e+01 3.32432e-04 -5.97669e-01 
7.90621e+01 3.32433e-04 -5.97592e-01 
7.90721e+01 3.32433e-04 -5.97515e-01 
7.90821e+01 3.32434e-04 -5.97438e-01 
7.90921e+01 3.32435e-04 -5.97361e-01 
7.91021e+01 3.32435e-04 -5.97285e-01 
7.91121e+01 3.32436e-04 -5.97208e-01 
7.91221e+01 3.32437e-04 -5.97131e-01 
7.91321e+01 3.32437e-04 -5.97054e-01 
7.91421e+01 3.32438e-04 -5.96978e-01 
7.91521e+01 3.32439e-04 -5.96901e-01 
7.91621e+01 3.32439e-04 -5.96824e-01 
7.91721e+01 3.32440e-04 -5.96748e-01 
7.91821e+01 3.32441e-04 -5.96671e-01 
7.91921e+01 3.32441e-04 -5.96595e-01 
7.92021e+01 3.32442e-04 -5.96518e-01 
7.92121e+01 3.32443e-04 -5.96441e-01 
7.92221e+01 3.32443e-04 -5.96365e-01 
7.92321e+01 3.32444e-04 -5.96288e-01 
7.92421e+01 3.32444e-04 -5.96212e-01 
7.92521e+01 3.32445e-04 -5.96135e-01 
7.92621e+01 3.32446e-04 -5.96059e-01 
7.92721e+01 3.32446e-04 -5.95983e-01 
7.92821e+01 3.32447e-04 -5.95906e-01 
7.92921e+01 3.32448e-04 -5.95830e-01 
7.93021e+01 3.32448e-04 -5.95753e-01 
7.93121e+01 3.32449e-04 -5.95677e-01 
7.93221e+01 3.32450e-04 -5.95601e-01 
7.93321e+01 3.32450e-04 -5.95524e-01 
7.93421e+01 3.32451e-04 -5.95448e-01 
7.93521e+01 3.32452e-04 -5.95372e-01 
7.93621e+01 3.32452e-04 -5.95295e-01 
7.93721e+01 3.32453e-04 -5.95219e-01 
7.93821e+01 3.32454e-04 -5.95143e-01 
7.93921e+01 3.32454e-04 -5.95067e-01 
7.94021e+01 3.32455e-04 -5.94991e-01 
7.94121e+01 3.32456e-04 -5.94914e-01 
7.94221e+01 3.32456e-04 -5.94838e-01 
7.94321e+01 3.32457e-04 -5.94762e-01 
7.94421e+01 3.32457e-04 -5.94686e-01 
7.94521e+01 3.32458e-04 -5.94610e-01 
7.94621e+01 3.32459e-04 -5.94534e-01 
7.94721e+01 3.32459e-04 -5.94458e-01 
7.94821e+01 3.32460e-04 -5.94382e-01 
7.94921e+01 3.32461e-04 -5.94306e-01 
7.95021e+01 3.32461e-04 -5.94230e-01 
7.95120e+01 3.32462e-04 -5.94154e-01 
7.95220e+01 3.32463e-04 -5.94078e-01 
7.95320e+01 3.32463e-04 -5.94002e-01 
7.95420e+01 3.32464e-04 -5.93926e-01 
7.95520e+01 3.32465e-04 -5.93850e-01 
7.95620e+01 3.32465e-04 -5.93774e-01 
7.95720e+01 3.32466e-04 -5.93698e-01 
7.95820e+01 3.32466e-04 -5.93623e-01 
7.95920e+01 3.32467e-04 -5.93547e-01 
7.96020e+01 3.32468e-04 -5.93471e-01 
7.96120e+01 3.32468e-04 -5.93395e-01 
7.96220e+01 3.32469e-04 -5.93320e-01 
7.96320e+01 3.32470e-04 -5.93244e-01 
7.96420e+01 3.32470e-04 -5.93168e-01 
7.96520e+01 3.32471e-04 -5.93092e-01 
7.96620e+01 3.32472e-04 -5.93017e-01 
7.96720e+01 3.32472e-04 -5.92941e-01 
7.96820e+01 3.32473e-04 -5.92865e-01 
7.96920e+01 3.32474e-04 -5.92790e-01 
7.97020e+01 3.32474e-04 -5.92714e-01 
7.97120e+01 3.32475e-04 -5.92639e-01 
7.97220e+01 3.32475e-04 -5.92563e-01 
7.97320e+01 3.32476e-04 -5.92488e-01 
7.97420e+01 3.32477e-04 -5.92412e-01 
7.97520e+01 3.32477e-04 -5.92337e-01 
7.97620e+01 3.32478e-04 -5.92261e-01 
7.97720e+01 3.32479e-04 -5.92186e-01 
7.97820e+01 3.32479e-04 -5.92110e-01 
7.97920e+01 3.32480e-04 -5.92035e-01 
7.98020e+01 3.32481e-04 -5.91959e-01 
7.98120e+01 3.32481e-04 -5.91884e-01 
7.98220e+01 3.32482e-04 -5.91809e-01 
7.98320e+01 3.32483e-04 -5.91733e-01 
7.98420e+01 3.32483e-04 -5.91658e-01 
7.98520e+01 3.32484e-04 -5.91583e-01 
7.98620e+01 3.32484e-04 -5.91507e-01 
7.98720e+01 3.32485e-04 -5.91432e-01 
7.98820e+01 3.32486e-04 -5.91357e-01 
7.98920e+01 3.32486e-04 -5.91282e-01 
7.99020e+01 3.32487e-04 -5.91206e-01 
7.99120e+01 3.32488e-04 -5.91131e-01 
7.99220e+01 3.32488e-04 -5.91056e-01 
7.99320e+01 3.32489e-04 -5.90981e-01 
7.99420e+01 3.32490e-04 -5.90906e-01 
7.99520e+01 3.32490e-04 -5.90831e-01 
7.99620e+01 3.32491e-04 -5.90755e-01 
7.99720e+01 3.32491e-04 -5.90680e-01 
7.99820e+01 3.32492e-04 -5.90605e-01 
7.99920e+01 3.32493e-04 -5.90530e-01 
8.00020e+01 3.32493e-04 -5.90455e-01 
8.00120e+01 3.32494e-04 -5.90380e-01 
8.00220e+01 3.32495e-04 -5.90305e-01 
8.00320e+01 3.32495e-04 -5.90230e-01 
8.00420e+01 3.32496e-04 -5.90155e-01 
8.00520e+01 3.32497e-04 -5.90081e-01 
8.00620e+01 3.32497e-04 -5.90006e-01 
8.00720e+01 3.32498e-04 -5.89931e-01 
8.00820e+01 3.32498e-04 -5.89856e-01 
8.00920e+01 3.32499e-04 -5.89781e-01 
8.01020e+01 3.32500e-04 -5.89706e-01 
8.01120e+01 3.32500e-04 -5.89631e-01 
8.01220e+01 3.32501e-04 -5.89557e-01 
8.01320e+01 3.32502e-04 -5.89482e-01 
8.01420e+01 3.32502e-04 -5.89407e-01 
8.01520e+01 3.32503e-04 -5.89332e-01 
8.01620e+01 3.32503e-04 -5.89258e-01 
8.01720e+01 3.32504e-04 -5.89183e-01 
8.01820e+01 3.32505e-04 -5.89108e-01 
8.01920e+01 3.32505e-04 -5.89034e-01 
8.02020e+01 3.32506e-04 -5.88959e-01 
8.02120e+01 3.32507e-04 -5.88884e-01 
8.02220e+01 3.32507e-04 -5.88810e-01 
8.02320e+01 3.32508e-04 -5.88735e-01 
8.02420e+01 3.32508e-04 -5.88661e-01 
8.02520e+01 3.32509e-04 -5.88586e-01 
8.02620e+01 3.32510e-04 -5.88512e-01 
8.02720e+01 3.32510e-04 -5.88437e-01 
8.02820e+01 3.32511e-04 -5.88363e-01 
8.02920e+01 3.32512e-04 -5.88288e-01 
8.03020e+01 3.32512e-04 -5.88214e-01 
8.03120e+01 3.32513e-04 -5.88139e-01 
8.03220e+01 3.32514e-04 -5.88065e-01 
8.03320e+01 3.32514e-04 -5.87990e-01 
8.03420e+01 3.32515e-04 -5.87916e-01 
8.03520e+01 3.32515e-04 -5.87842e-01 
8.03620e+01 3.32516e-04 -5.87767e-01 
8.03720e+01 3.32517e-04 -5.87693e-01 
8.03820e+01 3.32517e-04 -5.87619e-01 
8.03920e+01 3.32518e-04 -5.87545e-01 
8.04020e+01 3.32519e-04 -5.87470e-01 
8.04120e+01 3.32519e-04 -5.87396e-01 
8.04220e+01 3.32520e-04 -5.87322e-01 
8.04320e+01 3.32520e-04 -5.87248e-01 
8.04420e+01 3.32521e-04 -5.87173e-01 
8.04520e+01 3.32522e-04 -5.87099e-01 
8.04620e+01 3.32522e-04 -5.87025e-01 
8.04720e+01 3.32523e-04 -5.86951e-01 
8.04820e+01 3.32523e-04 -5.86877e-01 
8.04920e+01 3.32524e-04 -5.86803e-01 
8.05020e+01 3.32525e-04 -5.86729e-01 
8.05119e+01 3.32525e-04 -5.86655e-01 
8.05219e+01 3.32526e-04 -5.86581e-01 
8.05319e+01 3.32527e-04 -5.86507e-01 
8.05419e+01 3.32527e-04 -5.86433e-01 
8.05519e+01 3.32528e-04 -5.86359e-01 
8.05619e+01 3.32528e-04 -5.86285e-01 
8.05719e+01 3.32529e-04 -5.86211e-01 
8.05819e+01 3.32530e-04 -5.86137e-01 
8.05919e+01 3.32530e-04 -5.86063e-01 
8.06019e+01 3.32531e-04 -5.85989e-01 
8.06119e+01 3.32532e-04 -5.85915e-01 
8.06219e+01 3.32532e-04 -5.85841e-01 
8.06319e+01 3.32533e-04 -5.85768e-01 
8.06419e+01 3.32533e-04 -5.85694e-01 
8.06519e+01 3.32534e-04 -5.85620e-01 
8.06619e+01 3.32535e-04 -5.85546e-01 
8.06719e+01 3.32535e-04 -5.85473e-01 
8.06819e+01 3.32536e-04 -5.85399e-01 
8.06919e+01 3.32537e-04 -5.85325e-01 
8.07019e+01 3.32537e-04 -5.85251e-01 
8.07119e+01 3.32538e-04 -5.85178e-01 
8.07219e+01 3.32538e-04 -5.85104e-01 
8.07319e+01 3.32539e-04 -5.85030e-01 
8.07419e+01 3.32540e-04 -5.84957e-01 
8.07519e+01 3.32540e-04 -5.84883e-01 
8.07619e+01 3.32541e-04 -5.84810e-01 
8.07719e+01 3.32541e-04 -5.84736e-01 
8.07819e+01 3.32542e-04 -5.84663e-01 
8.07919e+01 3.32543e-04 -5.84589e-01 
8.08019e+01 3.32543e-04 -5.84516e-01 
8.08119e+01 3.32544e-04 -5.84442e-01 
8.08219e+01 3.32545e-04 -5.84369e-01 
8.08319e+01 3.32545e-04 -5.84295e-01 
8.08419e+01 3.32546e-04 -5.84222e-01 
8.08519e+01 3.32546e-04 -5.84148e-01 
8.08619e+01 3.32547e-04 -5.84075e-01 
8.08719e+01 3.32548e-04 -5.84002e-01 
8.08819e+01 3.32548e-04 -5.83928e-01 
8.08919e+01 3.32549e-04 -5.83855e-01 
8.09019e+01 3.32549e-04 -5.83782e-01 
8.09119e+01 3.32550e-04 -5.83708e-01 
8.09219e+01 3.32551e-04 -5.83635e-01 
8.09319e+01 3.32551e-04 -5.83562e-01 
8.09419e+01 3.32552e-04 -5.83488e-01 
8.09519e+01 3.32553e-04 -5.83415e-01 
8.09619e+01 3.32553e-04 -5.83342e-01 
8.09719e+01 3.32554e-04 -5.83269e-01 
8.09819e+01 3.32554e-04 -5.83196e-01 
8.09919e+01 3.32555e-04 -5.83122e-01 
8.10019e+01 3.32556e-04 -5.83049e-01 
8.10119e+01 3.32556e-04 -5.82976e-01 
8.10219e+01 3.32557e-04 -5.82903e-01 
8.10319e+01 3.32557e-04 -5.82830e-01 
8.10419e+01 3.32558e-04 -5.82757e-01 
8.10519e+01 3.32559e-04 -5.82684e-01 
8.10619e+01 3.32559e-04 -5.82611e-01 
8.10719e+01 3.32560e-04 -5.82538e-01 
8.10819e+01 3.32560e-04 -5.82465e-01 
8.10919e+01 3.32561e-04 -5.82392e-01 
8.11019e+01 3.32562e-04 -5.82319e-01 
8.11119e+01 3.32562e-04 -5.82246e-01 
8.11219e+01 3.32563e-04 -5.82173e-01 
8.11319e+01 3.32563e-04 -5.82100e-01 
8.11419e+01 3.32564e-04 -5.82027e-01 
8.11519e+01 3.32565e-04 -5.81955e-01 
8.11619e+01 3.32565e-04 -5.81882e-01 
8.11719e+01 3.32566e-04 -5.81809e-01 
8.11819e+01 3.32567e-04 -5.81736e-01 
8.11919e+01 3.32567e-04 -5.81663e-01 
8.12019e+01 3.32568e-04 -5.81591e-01 
8.12119e+01 3.32568e-04 -5.81518e-01 
8.12219e+01 3.32569e-04 -5.81445e-01 
8.12319e+01 3.32570e-04 -5.81372e-01 
8.12419e+01 3.32570e-04 -5.81300e-01 
8.12519e+01 3.32571e-04 -5.81227e-01 
8.12619e+01 3.32571e-04 -5.81154e-01 
8.12719e+01 3.32572e-04 -5.81082e-01 
8.12819e+01 3.32573e-04 -5.81009e-01 
8.12919e+01 3.32573e-04 -5.80937e-01 
8.13019e+01 3.32574e-04 -5.80864e-01 
8.13119e+01 3.32574e-04 -5.80791e-01 
8.13219e+01 3.32575e-04 -5.80719e-01 
8.13319e+01 3.32576e-04 -5.80646e-01 
8.13419e+01 3.32576e-04 -5.80574e-01 
8.13519e+01 3.32577e-04 -5.80501e-01 
8.13619e+01 3.32577e-04 -5.80429e-01 
8.13719e+01 3.32578e-04 -5.80356e-01 
8.13819e+01 3.32579e-04 -5.80284e-01 
8.13919e+01 3.32579e-04 -5.80212e-01 
8.14019e+01 3.32580e-04 -5.80139e-01 
8.14119e+01 3.32580e-04 -5.80067e-01 
8.14219e+01 3.32581e-04 -5.79994e-01 
8.14319e+01 3.32582e-04 -5.79922e-01 
8.14419e+01 3.32582e-04 -5.79850e-01 
8.14519e+01 3.32583e-04 -5.79777e-01 
8.14619e+01 3.32583e-04 -5.79705e-01 
8.14719e+01 3.32584e-04 -5.79633e-01 
8.14819e+01 3.32585e-04 -5.79561e-01 
8.14919e+01 3.32585e-04 -5.79488e-01 
8.15019e+01 3.32586e-04 -5.79416e-01 
8.15118e+01 3.32586e-04 -5.79344e-01 
8.15218e+01 3.32587e-04 -5.79272e-01 
8.15318e+01 3.32588e-04 -5.79200e-01 
8.15418e+01 3.32588e-04 -5.79127e-01 
8.15518e+01 3.32589e-04 -5.79055e-01 
8.15618e+01 3.32589e-04 -5.78983e-01 
8.15718e+01 3.32590e-04 -5.78911e-01 
8.15818e+01 3.32591e-04 -5.78839e-01 
8.15918e+01 3.32591e-04 -5.78767e-01 
8.16018e+01 3.32592e-04 -5.78695e-01 
8.16118e+01 3.32592e-04 -5.78623e-01 
8.16218e+01 3.32593e-04 -5.78551e-01 
8.16318e+01 3.32594e-04 -5.78479e-01 
8.16418e+01 3.32594e-04 -5.78407e-01 
8.16518e+01 3.32595e-04 -5.78335e-01 
8.16618e+01 3.32595e-04 -5.78263e-01 
8.16718e+01 3.32596e-04 -5.78191e-01 
8.16818e+01 3.32597e-04 -5.78119e-01 
8.16918e+01 3.32597e-04 -5.78047e-01 
8.17018e+01 3.32598e-04 -5.77976e-01 
8.17118e+01 3.32598e-04 -5.77904e-01 
8.17218e+01 3.32599e-04 -5.77832e-01 
8.17318e+01 3.32600e-04 -5.77760e-01 
8.17418e+01 3.32600e-04 -5.77688e-01 
8.17518e+01 3.32601e-04 -5.77617e-01 
8.17618e+01 3.32601e-04 -5.77545e-01 
8.17718e+01 3.32602e-04 -5.77473e-01 
8.17818e+01 3.32603e-04 -5.77401e-01 
8.17918e+01 3.32603e-04 -5.77330e-01 
8.18018e+01 3.32604e-04 -5.77258e-01 
8.18118e+01 3.32604e-04 -5.77186e-01 
8.18218e+01 3.32605e-04 -5.77115e-01 
8.18318e+01 3.32605e-04 -5.77043e-01 
8.18418e+01 3.32606e-04 -5.76972e-01 
8.18518e+01 3.32607e-04 -5.76900e-01 
8.18618e+01 3.32607e-04 -5.76828e-01 
8.18718e+01 3.32608e-04 -5.76757e-01 
8.18818e+01 3.32608e-04 -5.76685e-01 
8.18918e+01 3.32609e-04 -5.76614e-01 
8.19018e+01 3.32610e-04 -5.76542e-01 
8.19118e+01 3.32610e-04 -5.76471e-01 
8.19218e+01 3.32611e-04 -5.76399e-01 
8.19318e+01 3.32611e-04 -5.76328e-01 
8.19418e+01 3.32612e-04 -5.76256e-01 
8.19518e+01 3.32613e-04 -5.76185e-01 
8.19618e+01 3.32613e-04 -5.76114e-01 
8.19718e+01 3.32614e-04 -5.76042e-01 
8.19818e+01 3.32614e-04 -5.75971e-01 
8.19918e+01 3.32615e-04 -5.75900e-01 
8.20018e+01 3.32616e-04 -5.75828e-01 
8.20118e+01 3.32616e-04 -5.75757e-01 
8.20218e+01 3.32617e-04 -5.75686e-01 
8.20318e+01 3.32617e-04 -5.75614e-01 
8.20418e+01 3.32618e-04 -5.75543e-01 
8.20518e+01 3.32618e-04 -5.75472e-01 
8.20618e+01 3.32619e-04 -5.75401e-01 
8.20718e+01 3.32620e-04 -5.75330e-01 
8.20818e+01 3.32620e-04 -5.75258e-01 
8.20918e+01 3.32621e-04 -5.75187e-01 
8.21018e+01 3.32621e-04 -5.75116e-01 
8.21118e+01 3.32622e-04 -5.75045e-01 
8.21218e+01 3.32623e-04 -5.74974e-01 
8.21318e+01 3.32623e-04 -5.74903e-01 
8.21418e+01 3.32624e-04 -5.74832e-01 
8.21518e+01 3.32624e-04 -5.74761e-01 
8.21618e+01 3.32625e-04 -5.74690e-01 
8.21718e+01 3.32626e-04 -5.74619e-01 
8.21818e+01 3.32626e-04 -5.74548e-01 
8.21918e+01 3.32627e-04 -5.74477e-01 
8.22018e+01 3.32627e-04 -5.74406e-01 
8.22118e+01 3.32628e-04 -5.74335e-01 
8.22218e+01 3.32628e-04 -5.74264e-01 
8.22318e+01 3.32629e-04 -5.74193e-01 
8.22418e+01 3.32630e-04 -5.74122e-01 
8.22518e+01 3.32630e-04 -5.74051e-01 
8.22618e+01 3.32631e-04 -5.73980e-01 
8.22718e+01 3.32631e-04 -5.73909e-01 
8.22818e+01 3.32632e-04 -5.73839e-01 
8.22918e+01 3.32633e-04 -5.73768e-01 
8.23018e+01 3.32633e-04 -5.73697e-01 
8.23118e+01 3.32634e-04 -5.73626e-01 
8.23218e+01 3.32634e-04 -5.73555e-01 
8.23318e+01 3.32635e-04 -5.73485e-01 
8.23418e+01 3.32635e-04 -5.73414e-01 
8.23518e+01 3.32636e-04 -5.73343e-01 
8.23618e+01 3.32637e-04 -5.73273e-01 
8.23718e+01 3.32637e-04 -5.73202e-01 
8.23818e+01 3.32638e-04 -5.73131e-01 
8.23918e+01 3.32638e-04 -5.73061e-01 
8.24018e+01 3.32639e-04 -5.72990e-01 
8.24118e+01 3.32639e-04 -5.72919e-01 
8.24218e+01 3.32640e-04 -5.72849e-01 
8.24318e+01 3.32641e-04 -5.72778e-01 
8.24418e+01 3.32641e-04 -5.72708e-01 
8.24518e+01 3.32642e-04 -5.72637e-01 
8.24618e+01 3.32642e-04 -5.72567e-01 
8.24718e+01 3.32643e-04 -5.72496e-01 
8.24818e+01 3.32644e-04 -5.72426e-01 
8.24918e+01 3.32644e-04 -5.72355e-01 
8.25018e+01 3.32645e-04 -5.72285e-01 
8.25117e+01 3.32645e-04 -5.72214e-01 
8.25217e+01 3.32646e-04 -5.72144e-01 
8.25317e+01 3.32646e-04 -5.72074e-01 
8.25417e+01 3.32647e-04 -5.72003e-01 
8.25517e+01 3.32648e-04 -5.71933e-01 
8.25617e+01 3.32648e-04 -5.71863e-01 
8.25717e+01 3.32649e-04 -5.71792e-01 
8.25817e+01 3.32649e-04 -5.71722e-01 
8.25917e+01 3.32650e-04 -5.71652e-01 
8.26017e+01 3.32650e-04 -5.71581e-01 
8.26117e+01 3.32651e-04 -5.71511e-01 
8.26217e+01 3.32652e-04 -5.71441e-01 
8.26317e+01 3.32652e-04 -5.71371e-01 
8.26417e+01 3.32653e-04 -5.71301e-01 
8.26517e+01 3.32653e-04 -5.71230e-01 
8.26617e+01 3.32654e-04 -5.71160e-01 
8.26717e+01 3.32654e-04 -5.71090e-01 
8.26817e+01 3.32655e-04 -5.71020e-01 
8.26917e+01 3.32656e-04 -5.70950e-01 
8.27017e+01 3.32656e-04 -5.70880e-01 
8.27117e+01 3.32657e-04 -5.70810e-01 
8.27217e+01 3.32657e-04 -5.70740e-01 
8.27317e+01 3.32658e-04 -5.70670e-01 
8.27417e+01 3.32659e-04 -5.70600e-01 
8.27517e+01 3.32659e-04 -5.70530e-01 
8.27617e+01 3.32660e-04 -5.70460e-01 
8.27717e+01 3.32660e-04 -5.70390e-01 
8.27817e+01 3.32661e-04 -5.70320e-01 
8.27917e+01 3.32661e-04 -5.70250e-01 
8.28017e+01 3.32662e-04 -5.70180e-01 
8.28117e+01 3.32663e-04 -5.70110e-01 
8.28217e+01 3.32663e-04 -5.70040e-01 
8.28317e+01 3.32664e-04 -5.69970e-01 
8.28417e+01 3.32664e-04 -5.69900e-01 
8.28517e+01 3.32665e-04 -5.69831e-01 
8.28617e+01 3.32665e-04 -5.69761e-01 
8.28717e+01 3.32666e-04 -5.69691e-01 
8.28817e+01 3.32667e-04 -5.69621e-01 
