#Frequency[Hz] NS_woA  WE_woA  Z_woA NS_wA WE_wA Z_wA            
75.421875 8.10327E-12 9.94994E-12 1.24225E-11 3.15567E-12 3.83016E-12 1.78076E-12
75.429688 9.64777E-12 9.80598E-12 1.22565E-11 4.50824E-12 3.58608E-12 2.53682E-12
75.4375 1.30513E-11 6.16E-12  8.74786E-12 3.00326E-12 2.42895E-12 2.4455E-12
75.445312 1.51969E-11 7.95603E-12 9.41973E-12 2.91902E-12 2.51964E-12 2.14949E-12
75.453125 8.17652E-12 1.22718E-11 1.18887E-11 2.4874E-12  1.91355E-12 1.29671E-12
75.460938 7.53516E-12 1.56779E-11 1.06917E-11 2.01128E-12 2.82128E-12 1.61475E-12
75.46875  1.33943E-11 9.1839E-12  9.46779E-12 2.13966E-12 2.78162E-12 2.44257E-12
75.476562 1.10974E-11 1.15672E-11 1.71658E-11 2.54084E-12 2.87603E-12 2.00435E-12
75.484375 1.54968E-11 1.26074E-11 8.97104E-12 3.46327E-12 3.35668E-12 1.72983E-12
75.492188 1.90983E-11 8.78278E-12 9.58219E-12 3.70125E-12 3.16337E-12 1.67494E-12
75.5  1.22781E-11 9.69996E-12 9.54221E-12 4.16925E-12 2.54158E-12 1.71595E-12
75.507812 6.92433E-12 8.7971E-12  7.94249E-12 3.43371E-12 1.73493E-12 1.74391E-12
75.515625 5.55785E-12 9.53362E-12 1.05038E-11 2.51021E-12 2.0836E-12  1.62805E-12
75.523438 1.01362E-11 6.14474E-12 1.37283E-11 2.89431E-12 3.54645E-12 1.45565E-12
75.53125  9.80504E-12 6.29439E-12 1.20052E-11 3.11211E-12 4.97296E-12 1.11781E-12
75.539062 1.05509E-11 5.16278E-12 1.25185E-11 3.80637E-12 3.09308E-12 1.86923E-12
75.546875 9.37089E-12 5.73674E-12 1.07715E-11 3.11473E-12 2.91104E-12 1.61938E-12
75.554688 1.35818E-11 9.3139E-12  1.02443E-11 3.23836E-12 2.69288E-12 1.71378E-12
75.5625 1.10163E-11 1.07366E-11 1.19263E-11 4.99482E-12 4.28441E-12 2.58923E-12
75.570312 6.72325E-12 8.14649E-12 1.20832E-11 6.04876E-12 3.86257E-12 2.95228E-12
75.578125 1.21602E-11 1.00865E-11 8.19022E-12 3.66065E-12 2.18127E-12 2.0493E-12
75.585938 1.07545E-11 8.85592E-12 6.31267E-12 1.43751E-12 1.53175E-12 1.0244E-12
75.59375  8.45677E-12 4.21173E-12 7.37784E-12 2.61428E-12 1.76468E-12 1.37302E-12
75.601562 1.09065E-11 6.32133E-12 3.91395E-12 2.82241E-12 1.4245E-12  1.71939E-12
75.609375 7.945E-12 8.04971E-12 9.10532E-12 4.12204E-12 1.71497E-12 1.7153E-12
75.617188 6.09955E-12 6.62869E-12 1.11776E-11 4.07423E-12 2.48116E-12 1.83259E-12
75.625  2.78865E-12 7.16836E-12 4.35818E-12 2.06125E-12 2.69904E-12 1.5274E-12
75.632812 7.38867E-12 8.35049E-12 7.9867E-12  2.14706E-12 3.11679E-12 2.16434E-12
75.640625 1.29599E-11 5.6998E-12  1.17282E-11 2.46292E-12 3.11827E-12 1.726E-12
75.648438 1.34535E-11 1.07654E-11 9.9268E-12  3.65781E-12 3.07363E-12 1.70278E-12
75.65625  1.20918E-11 1.17797E-11 8.8111E-12  2.86814E-12 4.07519E-12 1.79817E-12
75.664062 1.13696E-11 7.36348E-12 1.15004E-11 1.94352E-12 3.09885E-12 1.43699E-12
75.671875 1.0161E-11  1.35505E-11 1.64117E-11 3.35043E-12 2.6531E-12  1.59274E-12
75.679688 8.7417E-12  1.24611E-11 1.41232E-11 4.55933E-12 2.63117E-12 1.87614E-12
75.6875 7.18639E-12 8.71003E-12 1.17868E-11 3.43069E-12 2.55576E-12 1.4472E-12
75.695312 7.65905E-12 1.09816E-11 1.56838E-11 2.34985E-12 2.24186E-12 1.49315E-12
75.703125 6.92919E-12 1.05449E-11 1.5266E-11  2.63819E-12 2.32109E-12 1.52324E-12
75.710938 4.47543E-12 1.0184E-11  1.50149E-11 3.02464E-12 3.32141E-12 2.00535E-12
75.71875  9.29125E-12 9.7243E-12  1.32206E-11 2.07225E-12 4.37544E-12 2.32783E-12
75.726562 9.83453E-12 1.23677E-11 8.08777E-12 2.00315E-12 4.14198E-12 2.15167E-12
75.734375 7.13937E-12 6.28347E-12 6.2582E-12  3.01927E-12 2.59988E-12 1.87769E-12
75.742188 1.26227E-11 1.12352E-11 6.43613E-12 2.05604E-12 2.49778E-12 1.27463E-12
75.75 1.01544E-11 6.68461E-12 8.63209E-12 2.17137E-12 3.58839E-12 1.37568E-12
75.757812 9.40564E-12 6.78665E-12 9.50547E-12 1.76593E-12 3.82295E-12 2.21633E-12
75.765625 1.40748E-11 1.10296E-11 1.60133E-11 2.56416E-12 1.51739E-12 2.13446E-12
75.773438 1.50157E-11 8.85536E-12 1.96991E-11 3.71784E-12 2.8814E-12  2.21986E-12
75.78125  1.21103E-11 3.88146E-12 1.10921E-11 2.96983E-12 2.888E-12 1.99029E-12
75.789062 1.61444E-11 4.17756E-12 5.74432E-12 2.49576E-12 3.5501E-12  1.79615E-12
75.796875 1.60251E-11 5.33673E-12 8.91705E-12 3.94097E-12 2.82686E-12 1.46322E-12
75.804688 1.18846E-11 1.08497E-11 1.20204E-11 3.65117E-12 2.27857E-12 1.70289E-12
75.8125 6.24256E-12 1.41983E-11 1.17417E-11 2.36777E-12 2.95059E-12 2.39538E-12
75.820312 7.60007E-12 1.49689E-11 7.45667E-12 2.2277E-12  2.76666E-12 2.39466E-12
75.828125 9.74975E-12 1.0285E-11  1.22155E-11 2.18934E-12 2.15612E-12 1.39211E-12
75.835938 1.2794E-11  8.17765E-12 9.59604E-12 2.6631E-12  2.29275E-12 1.96979E-12
75.84375  1.14238E-11 5.20326E-12 1.29748E-11 3.56324E-12 2.32472E-12 1.68637E-12
75.851562 1.2776E-11  1.32525E-11 1.54719E-11 2.93424E-12 3.0966E-12  2.09773E-12
75.859375 1.22124E-11 1.24646E-11 1.39893E-11 2.26915E-12 3.56219E-12 2.26905E-12
75.867188 8.51097E-12 1.09644E-11 9.81931E-12 2.26858E-12 3.08824E-12 2.35284E-12
75.875  8.74643E-12 1.12353E-11 7.90942E-12 2.74537E-12 3.46164E-12 2.22041E-12
75.882812 1.05224E-11 5.08207E-12 1.06519E-11 2.55356E-12 2.87832E-12 1.98674E-12
75.890625 1.03468E-11 7.86838E-12 1.33044E-11 2.4759E-12  1.47477E-12 1.73719E-12
75.898438 4.17907E-12 6.70172E-12 9.29615E-12 3.34821E-12 2.48576E-12 1.83896E-12
75.90625  8.37141E-12 7.73437E-12 1.99955E-11 3.81162E-12 3.16079E-12 1.78104E-12
75.914062 1.16346E-11 1.11041E-11 1.77743E-11 2.99529E-12 2.23212E-12 1.9505E-12
75.921875 1.31105E-11 9.27187E-12 8.64187E-12 2.51296E-12 2.42749E-12 1.25801E-12
75.929688 1.19681E-11 7.52752E-12 1.20432E-11 1.97096E-12 3.27047E-12 1.78542E-12
75.9375 1.36075E-11 7.31175E-12 1.31568E-11 1.64825E-12 3.15847E-12 1.73572E-12
75.945312 1.4098E-11  6.67814E-12 1.1339E-11  2.76978E-12 3.26883E-12 1.11944E-12
75.953125 1.291E-11 1.01332E-11 8.87705E-12 3.56209E-12 3.66525E-12 1.70234E-12
75.960938 7.39913E-12 9.37833E-12 4.72811E-12 2.4867E-12  4.64038E-12 2.02358E-12
75.96875  1.02627E-11 1.25377E-11 8.84294E-12 1.52645E-12 4.23217E-12 1.49094E-12
75.976562 1.17781E-11 1.38597E-11 9.77748E-12 2.72903E-12 3.34523E-12 1.68318E-12
75.984375 9.15688E-12 8.64182E-12 1.08779E-11 3.85632E-12 3.15819E-12 2.16461E-12
75.992188 5.54184E-12 1.12414E-11 1.01712E-11 3.56684E-12 2.88313E-12 1.99597E-12
76  4.15646E-12 1.30862E-11 1.26521E-11 3.60817E-12 2.61857E-12 1.49693E-12
76.007812 6.52356E-12 7.20597E-12 1.56167E-11 3.1939E-12  1.6139E-12  2.19294E-12
76.015625 9.39473E-12 8.12716E-12 1.37494E-11 2.26917E-12 4.19448E-12 2.59615E-12
76.023438 8.62755E-12 1.0235E-11  1.28611E-11 3.74934E-12 4.25241E-12 1.79847E-12
76.03125  8.53269E-12 1.3147E-11  1.34896E-11 2.60844E-12 2.39886E-12 1.63576E-12
76.039062 8.77081E-12 1.34014E-11 1.46246E-11 2.70622E-12 2.64243E-12 1.97001E-12
76.046875 1.15762E-11 1.09901E-11 1.34741E-11 1.62184E-12 3.45526E-12 2.11553E-12
76.054688 1.13313E-11 1.31318E-11 1.15881E-11 2.23137E-12 2.75255E-12 1.72312E-12
76.0625 1.94744E-11 1.1592E-11  1.69335E-11 2.37106E-12 2.01502E-12 1.72106E-12
76.070312 2.30414E-11 9.01521E-12 1.49366E-11 4.12778E-12 2.33199E-12 1.93247E-12
76.078125 8.44587E-12 7.47115E-12 9.65985E-12 4.22578E-12 2.64479E-12 1.33911E-12
76.085938 6.2817E-12  8.37566E-12 1.00503E-11 3.13639E-12 2.45386E-12 1.86764E-12
76.09375  5.7438E-12  7.7077E-12  8.1263E-12  3.35704E-12 3.01027E-12 1.81881E-12
76.101562 9.76376E-12 6.00932E-12 1.04817E-11 2.04705E-12 3.7059E-12  1.25922E-12
76.109375 1.04494E-11 8.94074E-12 1.37796E-11 2.62028E-12 3.87068E-12 1.68705E-12
76.117188 1.20252E-11 6.99458E-12 1.42952E-11 3.51111E-12 3.58632E-12 1.87672E-12
76.125  1.02562E-11 1.09442E-11 1.40065E-11 3.26574E-12 3.09488E-12 1.65333E-12
76.132812 6.53947E-12 7.02796E-12 1.50277E-11 3.61574E-12 2.43409E-12 1.95781E-12
76.140625 9.21214E-12 8.58414E-12 1.30373E-11 3.05745E-12 1.87669E-12 1.53953E-12
76.148438 9.54622E-12 1.18844E-11 1.06201E-11 2.75649E-12 3.24406E-12 2.29348E-12
76.15625  6.01864E-12 1.22987E-11 9.12685E-12 2.31954E-12 3.41682E-12 2.50551E-12
76.164062 8.20247E-12 1.11656E-11 8.5892E-12  2.66939E-12 2.92528E-12 2.58652E-12
76.171875 7.53964E-12 7.29592E-12 4.95898E-12 3.46488E-12 2.42107E-12 2.66483E-12
76.179688 8.83178E-12 5.72263E-12 6.46615E-12 3.39636E-12 2.12746E-12 1.9673E-12
76.1875 1.28429E-11 1.29537E-11 8.64436E-12 3.05799E-12 1.60179E-12 2.04125E-12
76.195312 1.46212E-11 1.61771E-11 9.03428E-12 1.72145E-12 2.48419E-12 2.22636E-12
76.203125 1.38904E-11 1.03788E-11 9.85592E-12 2.37458E-12 2.64149E-12 2.03028E-12
76.210938 9.41949E-12 8.89557E-12 1.11702E-11 3.10075E-12 2.94951E-12 1.76148E-12
76.21875  1.13332E-11 9.72571E-12 1.134E-11 2.51322E-12 3.09898E-12 1.90535E-12
76.226562 9.18795E-12 1.29464E-11 1.01527E-11 3.10259E-12 3.43128E-12 2.51051E-12
76.234375 1.27844E-11 1.52147E-11 5.47674E-12 3.44037E-12 3.23619E-12 2.55415E-12
76.242188 1.38773E-11 1.01425E-11 5.82828E-12 2.68214E-12 2.79533E-12 2.18047E-12
76.25 1.13547E-11 6.86063E-12 5.83932E-12 2.31662E-12 2.92304E-12 1.90748E-12
76.257812 8.62533E-12 7.00374E-12 7.49251E-12 2.55538E-12 2.34522E-12 1.3221E-12
76.265625 9.50888E-12 1.19367E-11 8.0542E-12  2.67395E-12 2.45159E-12 1.45228E-12
76.273438 8.15419E-12 1.32268E-11 9.21281E-12 3.6138E-12  4.13007E-12 1.53499E-12
76.28125  7.15745E-12 1.22696E-11 1.23893E-11 2.69949E-12 4.04126E-12 1.89209E-12
76.289062 8.61434E-12 6.3097E-12  1.53984E-11 2.84374E-12 2.48038E-12 1.84481E-12
76.296875 9.44267E-12 6.1737E-12  1.25135E-11 3.15736E-12 1.86422E-12 1.25001E-12
76.304688 1.01691E-11 8.87289E-12 1.47079E-11 3.1084E-12  2.41002E-12 9.65758E-13
76.3125 1.164E-11 1.18664E-11 1.40082E-11 2.73693E-12 2.38779E-12 1.88044E-12
76.320312 8.31402E-12 8.07138E-12 1.34495E-11 3.15917E-12 1.9251E-12  2.306E-12
76.328125 9.37941E-12 1.33735E-11 1.16244E-11 3.22308E-12 3.03297E-12 2.00679E-12
76.335938 8.03509E-12 9.71838E-12 7.07933E-12 2.76483E-12 3.07531E-12 2.17449E-12
76.34375  9.34128E-12 8.53279E-12 8.91556E-12 1.5497E-12  1.81597E-12 2.52737E-12
76.351562 1.89785E-11 1.08314E-11 1.4382E-11  1.68615E-12 1.99854E-12 2.28055E-12
76.359375 1.70372E-11 1.01591E-11 1.60137E-11 1.55069E-12 3.18357E-12 1.65028E-12
76.367188 1.29062E-11 9.46146E-12 8.29803E-12 2.24964E-12 3.15719E-12 2.05055E-12
76.375  9.93142E-12 1.05266E-11 6.67385E-12 3.41893E-12 2.27919E-12 2.30156E-12
76.382812 9.60091E-12 7.34457E-12 6.27542E-12 3.42602E-12 3.2801E-12  2.5515E-12
76.390625 8.09771E-12 6.99617E-12 5.19114E-12 3.23795E-12 3.1096E-12  2.63944E-12
76.398438 8.3697E-12  5.58835E-12 6.67479E-12 2.55276E-12 3.58623E-12 2.12723E-12
76.40625  1.43964E-11 7.03003E-12 8.40626E-12 2.75776E-12 3.22915E-12 1.72759E-12
76.414062 9.02728E-12 9.60382E-12 9.6183E-12  1.94149E-12 2.29688E-12 2.83184E-12
76.421875 8.82165E-12 1.21179E-11 1.44506E-11 2.47874E-12 2.36771E-12 2.47867E-12
76.429688 7.81038E-12 1.04703E-11 1.27687E-11 1.82156E-12 1.81978E-12 1.76793E-12
76.4375 1.14105E-11 7.33063E-12 1.20616E-11 1.81788E-12 2.45733E-12 1.72738E-12
76.445312 1.17567E-11 1.01896E-11 9.81817E-12 3.36499E-12 2.60227E-12 1.05392E-12
76.453125 8.31914E-12 1.01985E-11 1.35466E-11 3.52026E-12 2.14109E-12 1.64118E-12
76.460938 6.79953E-12 1.38565E-11 7.59384E-12 2.52524E-12 1.79724E-12 1.42021E-12
76.46875  1.14638E-11 1.26388E-11 1.0698E-11  2.24285E-12 2.95751E-12 1.0309E-12
76.476562 7.39816E-12 7.96874E-12 1.13069E-11 2.3597E-12  3.23509E-12 1.33387E-12
76.484375 1.12862E-11 5.78376E-12 1.12037E-11 2.62627E-12 2.18111E-12 1.42831E-12
76.492188 1.30967E-11 8.45335E-12 9.87392E-12 2.56427E-12 1.59267E-12 1.3199E-12
76.5  9.91358E-12 5.25049E-12 1.25881E-11 3.15318E-12 2.16763E-12 1.69375E-12
76.507812 7.0288E-12  7.12118E-12 1.43828E-11 3.44186E-12 2.33651E-12 2.11438E-12
76.515625 1.53508E-11 1.05224E-11 1.48382E-11 3.09597E-12 2.14216E-12 2.18032E-12
76.523438 1.23779E-11 8.51051E-12 1.14318E-11 4.70071E-12 2.45631E-12 1.86266E-12
76.53125  1.31467E-11 9.29494E-12 1.44087E-11 3.9347E-12  3.60912E-12 1.44981E-12
76.539062 1.05898E-11 7.35965E-12 1.79147E-11 3.16543E-12 3.15577E-12 1.43699E-12
76.546875 8.19413E-12 8.82699E-12 1.5845E-11  2.68041E-12 1.47419E-12 2.01204E-12
76.554688 9.11305E-12 8.93727E-12 1.1174E-11  1.85553E-12 7.48401E-13 1.83611E-12
76.5625 7.56425E-12 5.58918E-12 1.10898E-11 2.03834E-12 2.1232E-12  1.94412E-12
76.570312 6.18751E-12 6.01565E-12 9.70171E-12 2.66618E-12 2.23945E-12 1.29041E-12
76.578125 1.09046E-11 6.12476E-12 6.58573E-12 2.47738E-12 2.28634E-12 1.66997E-12
76.585938 1.4153E-11  9.57039E-12 1.04751E-11 2.97874E-12 2.73453E-12 1.94792E-12
76.59375  1.3123E-11  1.47236E-11 1.29028E-11 3.14328E-12 2.27522E-12 1.56292E-12
76.601562 1.44074E-11 1.03343E-11 1.19629E-11 2.65731E-12 4.16407E-12 1.99374E-12
76.609375 1.54231E-11 1.26166E-11 6.22012E-12 2.8241E-12  3.36848E-12 2.28305E-12
76.617188 1.3972E-11  1.15518E-11 1.15509E-11 2.72724E-12 2.66095E-12 2.021E-12
76.625  1.03974E-11 1.06565E-11 7.94841E-12 3.03589E-12 2.1906E-12  2.04978E-12
76.632812 7.67476E-12 1.3559E-11  4.28397E-12 2.85035E-12 1.88511E-12 1.54005E-12
76.640625 9.87554E-12 1.10824E-11 7.83361E-12 2.35447E-12 1.87289E-12 1.82254E-12
76.648438 9.07431E-12 9.71323E-12 1.32984E-11 1.35493E-12 2.1227E-12  2.17633E-12
76.65625  4.4149E-12  1.13701E-11 1.48945E-11 1.57024E-12 2.27552E-12 2.09012E-12
76.664062 8.86092E-12 8.38011E-12 1.53354E-11 2.53659E-12 1.58211E-12 1.30541E-12
76.671875 1.96137E-11 5.28557E-12 9.63872E-12 2.81724E-12 2.35197E-12 2.22509E-12
76.679688 1.69898E-11 7.3519E-12  2.58904E-12 2.60305E-12 2.98669E-12 2.46207E-12
76.6875 1.28629E-11 7.71527E-12 8.01741E-12 3.27758E-12 3.25362E-12 2.46527E-12
76.695312 1.09097E-11 3.48069E-12 1.21031E-11 2.70389E-12 3.36519E-12 2.868E-12
76.703125 9.16136E-12 8.31013E-12 1.21525E-11 2.61248E-12 2.78268E-12 2.02061E-12
76.710938 7.45567E-12 1.34462E-11 1.19017E-11 3.241E-12 2.95831E-12 1.97137E-12
76.71875  1.03524E-11 1.08906E-11 1.36589E-11 3.70263E-12 3.32545E-12 2.85882E-12
76.726562 9.32513E-12 9.54149E-12 1.12853E-11 4.00997E-12 3.44969E-12 3.09515E-12
76.734375 1.02145E-11 5.97051E-12 8.44173E-12 4.18584E-12 2.77188E-12 2.77012E-12
76.742188 1.05515E-11 4.4956E-12  4.46125E-12 3.16573E-12 1.82703E-12 2.11156E-12
76.75 7.62416E-12 6.87024E-12 3.85224E-12 3.34456E-12 2.83791E-12 2.01067E-12
76.757812 7.99069E-12 9.37279E-12 1.04036E-11 3.36484E-12 2.8558E-12  1.78634E-12
76.765625 9.70528E-12 7.62325E-12 1.15515E-11 3.23891E-12 1.8529E-12  2.04533E-12
76.773438 1.43482E-11 9.73209E-12 7.1419E-12  3.13104E-12 1.82684E-12 2.31046E-12
76.78125  1.2358E-11  8.49324E-12 7.24089E-12 4.19272E-12 3.09649E-12 2.4409E-12
76.789062 6.73494E-12 1.15566E-11 9.0608E-12  3.7401E-12  2.92397E-12 2.45757E-12
76.796875 8.70109E-12 7.7619E-12  6.32199E-12 2.27061E-12 1.66008E-12 2.28068E-12
76.804688 9.60793E-12 9.90773E-12 4.96949E-12 2.26399E-12 2.44316E-12 1.9169E-12
76.8125 1.26386E-11 6.31552E-12 6.98742E-12 2.37208E-12 3.36812E-12 2.41193E-12
76.820312 1.0403E-11  8.16008E-12 1.01125E-11 2.47996E-12 2.68843E-12 2.5644E-12
76.828125 1.12766E-11 7.64563E-12 1.1089E-11  3.63062E-12 2.62021E-12 2.77797E-12
76.835938 1.26151E-11 6.66844E-12 1.19574E-11 3.27043E-12 2.82813E-12 3.1546E-12
76.84375  9.51916E-12 9.89198E-12 1.12344E-11 2.85116E-12 3.66387E-12 2.38298E-12
76.851562 9.85999E-12 9.71025E-12 8.89726E-12 3.68691E-12 3.40351E-12 2.36209E-12
76.859375 1.23332E-11 6.83907E-12 1.08112E-11 2.09142E-12 2.4089E-12  1.76104E-12
76.867188 9.68812E-12 5.22879E-12 1.21437E-11 2.22288E-12 2.77799E-12 1.92266E-12
76.875  8.47656E-12 8.20789E-12 8.40859E-12 3.03163E-12 2.71436E-12 1.99962E-12
76.882812 6.80428E-12 9.04188E-12 7.72007E-12 2.65616E-12 2.61488E-12 1.62266E-12
76.890625 8.2773E-12  7.45544E-12 9.98382E-12 3.83228E-12 3.15636E-12 2.54522E-12
76.898438 1.38045E-11 1.07863E-11 9.60765E-12 4.00909E-12 2.85253E-12 3.40867E-12
76.90625  8.95003E-12 1.03309E-11 1.04018E-11 2.99403E-12 2.12622E-12 2.25412E-12
76.914062 1.11609E-11 1.00038E-11 8.30932E-12 1.87688E-12 2.24114E-12 2.08469E-12
76.921875 1.29714E-11 1.31493E-11 6.8321E-12  2.29616E-12 3.07025E-12 2.33379E-12
76.929688 9.94159E-12 1.04772E-11 4.44988E-12 2.69888E-12 2.21768E-12 2.43962E-12
76.9375 6.77624E-12 7.67302E-12 6.16138E-12 2.50213E-12 2.67016E-12 2.53533E-12
76.945312 6.9255E-12  9.03616E-12 6.03026E-12 2.48013E-12 3.86868E-12 2.34767E-12
76.953125 6.95255E-12 7.3984E-12  8.62729E-12 2.79539E-12 3.90547E-12 2.03839E-12
76.960938 7.43018E-12 8.06313E-12 9.35343E-12 3.17527E-12 2.98821E-12 2.64027E-12
76.96875  1.06786E-11 2.55535E-12 7.38575E-12 2.85474E-12 2.80717E-12 2.53467E-12
76.976562 1.47443E-11 7.01013E-12 1.201E-11 2.64444E-12 3.5678E-12  1.64485E-12
76.984375 1.4547E-11  5.03394E-12 1.61445E-11 2.84928E-12 3.54125E-12 1.78586E-12
76.992188 1.40066E-11 4.97149E-12 1.28519E-11 2.69931E-12 2.50473E-12 1.44209E-12
77  1.29626E-11 9.62541E-12 1.27141E-11 3.23731E-12 1.7408E-12  1.09338E-12
77.007812 1.39215E-11 1.12625E-11 9.36346E-12 2.88105E-12 2.38298E-12 1.97154E-12
77.015625 1.02091E-11 7.26832E-12 5.52878E-12 2.94189E-12 3.10237E-12 2.05493E-12
77.023438 6.05922E-12 1.13555E-11 1.07316E-11 2.91437E-12 3.7569E-12  1.95443E-12
77.03125  9.97467E-12 9.30394E-12 1.2252E-11  2.23756E-12 3.08164E-12 1.91065E-12
77.039062 1.19817E-11 6.7635E-12  1.17879E-11 2.15432E-12 3.30531E-12 1.49323E-12
77.046875 8.73415E-12 7.81705E-12 7.95796E-12 2.97268E-12 3.81686E-12 1.62871E-12
77.054688 7.07797E-12 1.07237E-11 6.90285E-12 3.17745E-12 2.08514E-12 1.70919E-12
77.0625 3.3208E-12  8.51095E-12 1.01009E-11 2.87716E-12 2.04992E-12 2.40498E-12
77.070312 6.50885E-12 9.39394E-12 9.66356E-12 2.27305E-12 2.45582E-12 2.86008E-12
77.078125 1.23641E-11 9.4035E-12  6.74011E-12 2.41559E-12 3.31928E-12 3.49508E-12
77.085938 1.21765E-11 8.89643E-12 5.28897E-12 2.87608E-12 4.1172E-12  2.26849E-12
77.09375  6.00187E-12 9.33382E-12 8.74111E-12 2.67878E-12 2.98833E-12 2.13155E-12
77.101562 5.84465E-12 8.07936E-12 8.60852E-12 1.99222E-12 3.51224E-12 2.12416E-12
77.109375 8.55765E-12 7.69137E-12 8.59382E-12 1.86453E-12 3.80709E-12 1.8596E-12
77.117188 9.73203E-12 6.06638E-12 9.36362E-12 3.41447E-12 3.67825E-12 2.18659E-12
77.125  1.13949E-11 7.0306E-12  1.29507E-11 2.96741E-12 3.53849E-12 2.29755E-12
77.132812 1.29704E-11 5.12412E-12 1.03496E-11 2.83451E-12 3.57611E-12 3.1808E-12
77.140625 9.72711E-12 7.79038E-12 1.15147E-11 2.16427E-12 3.00642E-12 2.51877E-12
77.148438 9.19683E-12 6.95241E-12 7.08665E-12 3.12871E-12 2.92051E-12 1.77212E-12
77.15625  8.79635E-12 1.01868E-11 5.13707E-12 3.62475E-12 3.66992E-12 1.51595E-12
77.164062 1.01249E-11 1.21889E-11 4.78943E-12 3.85337E-12 3.62614E-12 2.43715E-12
77.171875 7.29051E-12 8.82829E-12 8.43034E-12 2.64429E-12 2.86001E-12 2.5626E-12
77.179688 6.63882E-12 7.04382E-12 1.19137E-11 2.28233E-12 2.28578E-12 1.8779E-12
77.1875 1.13343E-11 8.57925E-12 1.00452E-11 4.079E-12 2.92783E-12 1.75135E-12
77.195312 9.68184E-12 1.21677E-11 9.11429E-12 2.93046E-12 4.50376E-12 1.62966E-12
77.203125 8.01913E-12 1.12406E-11 1.11457E-11 2.24149E-12 3.80975E-12 1.89512E-12
77.210938 1.31356E-11 7.76632E-12 9.64881E-12 2.36841E-12 4.33747E-12 1.95242E-12
77.21875  1.31098E-11 9.6177E-12  1.11386E-11 2.23071E-12 4.40378E-12 1.48707E-12
77.226562 6.61464E-12 1.07066E-11 1.5096E-11  2.19265E-12 2.04457E-12 2.15151E-12
77.234375 8.97881E-12 8.64479E-12 8.58442E-12 3.04518E-12 3.23488E-12 3.28336E-12
77.242188 1.1699E-11  1.19589E-11 5.10696E-12 1.89465E-12 3.07305E-12 2.97089E-12
77.25 9.22601E-12 9.85288E-12 7.8292E-12  1.40288E-12 2.52887E-12 1.969E-12
77.257812 7.24768E-12 1.079E-11 7.95179E-12 2.5E-12 2.71109E-12 1.89084E-12
77.265625 1.01217E-11 1.0562E-11  6.48369E-12 2.68385E-12 2.1182E-12  1.21594E-12
77.273438 1.05664E-11 5.64328E-12 1.00828E-11 3.21265E-12 2.98479E-12 2.79384E-12
77.28125  8.46156E-12 5.006E-12 1.46065E-11 2.6281E-12  2.44472E-12 3.22057E-12
77.289062 4.83823E-12 4.74706E-12 1.4751E-11  2.6353E-12  3.57988E-12 2.92684E-12
77.296875 8.25077E-12 8.82751E-12 1.12267E-11 3.12456E-12 4.75456E-12 3.13163E-12
77.304688 6.44892E-12 7.89217E-12 1.09076E-11 1.96238E-12 3.73585E-12 1.53176E-12
77.3125 1.24195E-11 8.15018E-12 7.64091E-12 1.84868E-12 3.3707E-12  1.11158E-12
77.320312 1.36055E-11 6.15761E-12 7.63986E-12 3.26215E-12 3.10691E-12 1.74586E-12
77.328125 1.29504E-11 3.99298E-12 1.07805E-11 3.33049E-12 2.70518E-12 2.70088E-12
77.335938 1.10861E-11 7.20605E-12 7.64067E-12 3.89151E-12 1.80118E-12 3.13913E-12
77.34375  8.05247E-12 8.54552E-12 1.09945E-11 3.16886E-12 2.60945E-12 2.43343E-12
77.351562 6.73248E-12 9.15745E-12 1.07597E-11 2.82288E-12 2.98305E-12 2.27512E-12
77.359375 9.85501E-12 9.98358E-12 1.1674E-11  2.66241E-12 3.04209E-12 1.85532E-12
77.367188 9.78031E-12 1.24901E-11 1.1253E-11  2.58008E-12 2.66687E-12 1.84961E-12
77.375  1.21298E-11 1.2646E-11  1.21553E-11 3.07874E-12 3.99081E-12 2.32069E-12
77.382812 9.26094E-12 1.09533E-11 1.37002E-11 2.17027E-12 4.25787E-12 3.03915E-12
77.390625 8.11703E-12 7.18418E-12 8.07624E-12 3.27469E-12 3.01108E-12 2.50626E-12
77.398438 1.15448E-11 8.43574E-12 1.22095E-11 2.56449E-12 3.35672E-12 2.96866E-12
77.40625  1.34665E-11 7.65547E-12 2.00593E-11 2.67851E-12 3.05587E-12 2.68361E-12
77.414062 1.29321E-11 1.15102E-11 1.76562E-11 2.82401E-12 2.33515E-12 2.2117E-12
77.421875 8.7051E-12  1.24024E-11 8.50752E-12 2.66563E-12 3.16962E-12 1.92796E-12
77.429688 6.35206E-12 1.31686E-11 5.31152E-12 2.90431E-12 3.27114E-12 2.22537E-12
77.4375 3.21933E-12 1.22319E-11 7.88378E-12 2.87642E-12 3.10729E-12 2.20274E-12
77.445312 5.11737E-12 7.50795E-12 9.47038E-12 2.05785E-12 3.09226E-12 1.86816E-12
77.453125 8.63663E-12 6.11772E-12 5.09568E-12 2.62394E-12 4.02929E-12 1.95846E-12
77.460938 8.94675E-12 7.86817E-12 5.04687E-12 2.70176E-12 4.55443E-12 2.17013E-12
77.46875  1.59962E-11 5.80993E-12 6.66035E-12 2.95324E-12 4.35783E-12 3.5599E-12
77.476562 1.49602E-11 7.34322E-12 1.029E-11 2.91826E-12 3.4753E-12  4.81197E-12
